"streams","uptime","site","dp.name","term.name","location"
"NEON.D11.OAES.DP0.00041.001.01728.001.501.000",99.9,"OAES","Soil temperature","soilPRTResistance","Soil Plot 1, depth 1"
"NEON.D11.OAES.DP0.00041.001.01728.001.502.000",99.9,"OAES","Soil temperature","soilPRTResistance","Soil Plot 1, depth 2"
"NEON.D11.OAES.DP0.00041.001.01728.001.503.000",99.9,"OAES","Soil temperature","soilPRTResistance","Soil Plot 1, depth 3"
"NEON.D11.OAES.DP0.00041.001.01728.001.504.000",99.9,"OAES","Soil temperature","soilPRTResistance","Soil Plot 1, depth 4"
"NEON.D11.OAES.DP0.00041.001.01728.001.505.000",99.9,"OAES","Soil temperature","soilPRTResistance","Soil Plot 1, depth 5"
"NEON.D11.OAES.DP0.00041.001.01728.002.501.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 2, depth 1"
"NEON.D11.OAES.DP0.00041.001.01728.002.502.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 2, depth 2"
"NEON.D11.OAES.DP0.00041.001.01728.002.503.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 2, depth 3"
"NEON.D11.OAES.DP0.00041.001.01728.002.504.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 2, depth 4"
"NEON.D11.OAES.DP0.00041.001.01728.002.505.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 2, depth 5"
"NEON.D11.OAES.DP0.00041.001.01728.003.501.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 3, depth 1"
"NEON.D11.OAES.DP0.00041.001.01728.003.502.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 3, depth 2"
"NEON.D11.OAES.DP0.00041.001.01728.003.503.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 3, depth 3"
"NEON.D11.OAES.DP0.00041.001.01728.003.504.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 3, depth 4"
"NEON.D11.OAES.DP0.00041.001.01728.003.505.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 3, depth 5"
"NEON.D11.OAES.DP0.00041.001.01728.004.501.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 4, depth 1"
"NEON.D11.OAES.DP0.00041.001.01728.004.502.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 4, depth 2"
"NEON.D11.OAES.DP0.00041.001.01728.004.503.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 4, depth 3"
"NEON.D11.OAES.DP0.00041.001.01728.004.504.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 4, depth 4"
"NEON.D11.OAES.DP0.00041.001.01728.004.505.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 4, depth 5"
"NEON.D11.OAES.DP0.00041.001.01728.005.501.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 5, depth 1"
"NEON.D11.OAES.DP0.00041.001.01728.005.502.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 5, depth 2"
"NEON.D11.OAES.DP0.00041.001.01728.005.503.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 5, depth 3"
"NEON.D11.OAES.DP0.00041.001.01728.005.504.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 5, depth 4"
"NEON.D11.OAES.DP0.00041.001.01728.005.505.000",100,"OAES","Soil temperature","soilPRTResistance","Soil Plot 5, depth 5"
"NEON.D11.OAES.DP0.00043.001.01331.000.040.000",0,"OAES","Spectral Sun Photometer - Calibrated Sky Radiances","spectralPhotometerK7","Tower Top"
"NEON.D11.OAES.DP0.00066.001.01329.001.000.000",100,"OAES","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 1"
"NEON.D11.OAES.DP0.00066.001.01329.003.000.000",100,"OAES","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 3"
"NEON.D11.OAES.DP0.00066.001.01329.005.000.000",100,"OAES","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 5"
"NEON.D11.OAES.DP0.00094.001.02081.001.501.000",0,"OAES","Soil water and salinity","rawVSWC0","Soil Plot 1, depth 1"
"NEON.D11.OAES.DP0.00094.001.02081.002.501.000",100,"OAES","Soil water and salinity","rawVSWC0","Soil Plot 2, depth 1"
"NEON.D11.OAES.DP0.00094.001.02081.003.501.000",0,"OAES","Soil water and salinity","rawVSWC0","Soil Plot 3, depth 1"
"NEON.D11.OAES.DP0.00094.001.02081.004.501.000",0,"OAES","Soil water and salinity","rawVSWC0","Soil Plot 4, depth 1"
"NEON.D11.OAES.DP0.00094.001.02081.005.501.000",100,"OAES","Soil water and salinity","rawVSWC0","Soil Plot 5, depth 1"
"NEON.D11.OAES.DP0.00094.001.02082.001.501.000",0,"OAES","Soil water and salinity","rawVSIC0","Soil Plot 1, depth 1"
"NEON.D11.OAES.DP0.00094.001.02082.002.501.000",100,"OAES","Soil water and salinity","rawVSIC0","Soil Plot 2, depth 1"
"NEON.D11.OAES.DP0.00094.001.02082.003.501.000",0,"OAES","Soil water and salinity","rawVSIC0","Soil Plot 3, depth 1"
"NEON.D11.OAES.DP0.00094.001.02082.004.501.000",0,"OAES","Soil water and salinity","rawVSIC0","Soil Plot 4, depth 1"
"NEON.D11.OAES.DP0.00094.001.02082.005.501.000",100,"OAES","Soil water and salinity","rawVSIC0","Soil Plot 5, depth 1"
"NEON.D11.OAES.DP0.00094.001.02083.001.501.000",0,"OAES","Soil water and salinity","rawVSWC1","Soil Plot 1, depth 2"
"NEON.D11.OAES.DP0.00094.001.02083.002.501.000",100,"OAES","Soil water and salinity","rawVSWC1","Soil Plot 2, depth 2"
"NEON.D11.OAES.DP0.00094.001.02083.003.501.000",0,"OAES","Soil water and salinity","rawVSWC1","Soil Plot 3, depth 2"
"NEON.D11.OAES.DP0.00094.001.02083.004.501.000",100,"OAES","Soil water and salinity","rawVSWC1","Soil Plot 4, depth 2"
"NEON.D11.OAES.DP0.00094.001.02083.005.501.000",100,"OAES","Soil water and salinity","rawVSWC1","Soil Plot 5, depth 2"
"NEON.D11.OAES.DP0.00094.001.02084.001.501.000",0,"OAES","Soil water and salinity","rawVSIC1","Soil Plot 1, depth 2"
"NEON.D11.OAES.DP0.00094.001.02084.002.501.000",100,"OAES","Soil water and salinity","rawVSIC1","Soil Plot 2, depth 2"
"NEON.D11.OAES.DP0.00094.001.02084.003.501.000",0,"OAES","Soil water and salinity","rawVSIC1","Soil Plot 3, depth 2"
"NEON.D11.OAES.DP0.00094.001.02084.004.501.000",100,"OAES","Soil water and salinity","rawVSIC1","Soil Plot 4, depth 2"
"NEON.D11.OAES.DP0.00094.001.02084.005.501.000",100,"OAES","Soil water and salinity","rawVSIC1","Soil Plot 5, depth 2"
"NEON.D11.OAES.DP0.00094.001.02085.001.501.000",0,"OAES","Soil water and salinity","rawVSWC2","Soil Plot 1, depth 3"
"NEON.D11.OAES.DP0.00094.001.02085.002.501.000",100,"OAES","Soil water and salinity","rawVSWC2","Soil Plot 2, depth 3"
"NEON.D11.OAES.DP0.00094.001.02085.003.501.000",0,"OAES","Soil water and salinity","rawVSWC2","Soil Plot 3, depth 3"
"NEON.D11.OAES.DP0.00094.001.02085.004.501.000",100,"OAES","Soil water and salinity","rawVSWC2","Soil Plot 4, depth 3"
"NEON.D11.OAES.DP0.00094.001.02085.005.501.000",100,"OAES","Soil water and salinity","rawVSWC2","Soil Plot 5, depth 3"
"NEON.D11.OAES.DP0.00094.001.02086.001.501.000",0,"OAES","Soil water and salinity","rawVSIC2","Soil Plot 1, depth 3"
"NEON.D11.OAES.DP0.00094.001.02086.002.501.000",100,"OAES","Soil water and salinity","rawVSIC2","Soil Plot 2, depth 3"
"NEON.D11.OAES.DP0.00094.001.02086.003.501.000",0,"OAES","Soil water and salinity","rawVSIC2","Soil Plot 3, depth 3"
"NEON.D11.OAES.DP0.00094.001.02086.004.501.000",100,"OAES","Soil water and salinity","rawVSIC2","Soil Plot 4, depth 3"
"NEON.D11.OAES.DP0.00094.001.02086.005.501.000",100,"OAES","Soil water and salinity","rawVSIC2","Soil Plot 5, depth 3"
"NEON.D11.OAES.DP0.00094.001.02087.001.501.000",0,"OAES","Soil water and salinity","rawVSWC3","Soil Plot 1, depth 4"
"NEON.D11.OAES.DP0.00094.001.02087.002.501.000",100,"OAES","Soil water and salinity","rawVSWC3","Soil Plot 2, depth 4"
"NEON.D11.OAES.DP0.00094.001.02087.003.501.000",0,"OAES","Soil water and salinity","rawVSWC3","Soil Plot 3, depth 4"
"NEON.D11.OAES.DP0.00094.001.02087.004.501.000",100,"OAES","Soil water and salinity","rawVSWC3","Soil Plot 4, depth 4"
"NEON.D11.OAES.DP0.00094.001.02087.005.501.000",100,"OAES","Soil water and salinity","rawVSWC3","Soil Plot 5, depth 4"
"NEON.D11.OAES.DP0.00094.001.02088.001.501.000",0,"OAES","Soil water and salinity","rawVSIC3","Soil Plot 1, depth 4"
"NEON.D11.OAES.DP0.00094.001.02088.002.501.000",100,"OAES","Soil water and salinity","rawVSIC3","Soil Plot 2, depth 4"
"NEON.D11.OAES.DP0.00094.001.02088.003.501.000",0,"OAES","Soil water and salinity","rawVSIC3","Soil Plot 3, depth 4"
"NEON.D11.OAES.DP0.00094.001.02088.004.501.000",100,"OAES","Soil water and salinity","rawVSIC3","Soil Plot 4, depth 4"
"NEON.D11.OAES.DP0.00094.001.02088.005.501.000",100,"OAES","Soil water and salinity","rawVSIC3","Soil Plot 5, depth 4"
"NEON.D11.OAES.DP0.00095.001.01729.001.501.000",100.2,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 1, depth 1"
"NEON.D11.OAES.DP0.00095.001.01729.001.502.000",100.1,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 1, depth 2"
"NEON.D11.OAES.DP0.00095.001.01729.001.503.000",100.1,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 1, depth 3"
"NEON.D11.OAES.DP0.00095.001.01729.002.501.000",100.2,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 2, depth 1"
"NEON.D11.OAES.DP0.00095.001.01729.002.502.000",100.3,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 2, depth 2"
"NEON.D11.OAES.DP0.00095.001.01729.002.503.000",100.4,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 2, depth 3"
"NEON.D11.OAES.DP0.00095.001.01729.003.501.000",100.3,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 3, depth 1"
"NEON.D11.OAES.DP0.00095.001.01729.003.502.000",100.2,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 3, depth 2"
"NEON.D11.OAES.DP0.00095.001.01729.003.503.000",100.4,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 3, depth 3"
"NEON.D11.OAES.DP0.00095.001.01729.004.501.000",100.3,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 4, depth 1"
"NEON.D11.OAES.DP0.00095.001.01729.004.502.000",100.2,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 4, depth 2"
"NEON.D11.OAES.DP0.00095.001.01729.004.503.000",100.3,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 4, depth 3"
"NEON.D11.OAES.DP0.00095.001.01729.005.501.000",100.5,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 5, depth 1"
"NEON.D11.OAES.DP0.00095.001.01729.005.502.000",100.3,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 5, depth 2"
"NEON.D11.OAES.DP0.00095.001.01729.005.503.000",100.2,"OAES","Soil CO2 concentration","rawCO2","Soil Plot 5, depth 3"
"NEON.D11.OAES.DP0.00095.001.01730.001.501.000",100.2,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 1, depth 1"
"NEON.D11.OAES.DP0.00095.001.01730.001.502.000",100.1,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 1, depth 2"
"NEON.D11.OAES.DP0.00095.001.01730.001.503.000",100.1,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 1, depth 3"
"NEON.D11.OAES.DP0.00095.001.01730.002.501.000",100.2,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 2, depth 1"
"NEON.D11.OAES.DP0.00095.001.01730.002.502.000",100.3,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 2, depth 2"
"NEON.D11.OAES.DP0.00095.001.01730.002.503.000",100.4,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 2, depth 3"
"NEON.D11.OAES.DP0.00095.001.01730.003.501.000",100.3,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 3, depth 1"
"NEON.D11.OAES.DP0.00095.001.01730.003.502.000",100.2,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 3, depth 2"
"NEON.D11.OAES.DP0.00095.001.01730.003.503.000",100.4,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 3, depth 3"
"NEON.D11.OAES.DP0.00095.001.01730.004.501.000",100.3,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 4, depth 1"
"NEON.D11.OAES.DP0.00095.001.01730.004.502.000",100.2,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 4, depth 2"
"NEON.D11.OAES.DP0.00095.001.01730.004.503.000",100.3,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 4, depth 3"
"NEON.D11.OAES.DP0.00095.001.01730.005.501.000",100.5,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 5, depth 1"
"NEON.D11.OAES.DP0.00095.001.01730.005.502.000",100.3,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 5, depth 2"
"NEON.D11.OAES.DP0.00095.001.01730.005.503.000",100.2,"OAES","Soil CO2 concentration","headspaceTemp","Soil Plot 5, depth 3"
"NEON.D11.OAES.DP0.00095.001.01731.001.501.000",100.2,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 1, depth 1"
"NEON.D11.OAES.DP0.00095.001.01731.001.502.000",100.1,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 1, depth 2"
"NEON.D11.OAES.DP0.00095.001.01731.001.503.000",100.1,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 1, depth 3"
"NEON.D11.OAES.DP0.00095.001.01731.002.501.000",100.2,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 2, depth 1"
"NEON.D11.OAES.DP0.00095.001.01731.002.502.000",100.3,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 2, depth 2"
"NEON.D11.OAES.DP0.00095.001.01731.002.503.000",100.4,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 2, depth 3"
"NEON.D11.OAES.DP0.00095.001.01731.003.501.000",100.3,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 3, depth 1"
"NEON.D11.OAES.DP0.00095.001.01731.003.502.000",100.2,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 3, depth 2"
"NEON.D11.OAES.DP0.00095.001.01731.003.503.000",100.4,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 3, depth 3"
"NEON.D11.OAES.DP0.00095.001.01731.004.501.000",100.3,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 4, depth 1"
"NEON.D11.OAES.DP0.00095.001.01731.004.502.000",100.2,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 4, depth 2"
"NEON.D11.OAES.DP0.00095.001.01731.004.503.000",100.3,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 4, depth 3"
"NEON.D11.OAES.DP0.00095.001.01731.005.501.000",100.5,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 5, depth 1"
"NEON.D11.OAES.DP0.00095.001.01731.005.502.000",100.3,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 5, depth 2"
"NEON.D11.OAES.DP0.00095.001.01731.005.503.000",100.2,"OAES","Soil CO2 concentration","errorStatus","Soil Plot 5, depth 3"
"NEON.D11.OAES.DP0.00098.001.01309.000.040.000",91.2,"OAES","Relative Humidity","sensorTemp","Tower Top"
"NEON.D11.OAES.DP0.00098.001.01309.003.000.000",91,"OAES","Relative Humidity","sensorTemp","Soil Plot 3"
"NEON.D11.OAES.DP0.00098.001.01357.000.040.000",91.2,"OAES","Relative Humidity","RH","Tower Top"
"NEON.D11.OAES.DP0.00098.001.01357.003.000.000",91,"OAES","Relative Humidity","RH","Soil Plot 3"
"NEON.D11.OAES.DP0.00098.001.01358.000.040.000",91.2,"OAES","Relative Humidity","dewPoint","Tower Top"
"NEON.D11.OAES.DP0.00098.001.01358.003.000.000",91,"OAES","Relative Humidity","dewPoint","Soil Plot 3"
"NEON.D11.OAES.DP0.00098.001.01359.000.040.000",91.2,"OAES","Relative Humidity","RHStatus","Tower Top"
"NEON.D11.OAES.DP0.00098.001.01359.003.000.000",91,"OAES","Relative Humidity","RHStatus","Soil Plot 3"
"NEON.D11.OAES.DP0.00102.001.02316.700.000.000",92.3,"OAES","Atmospheric CO2 Isotope","fwMoleCO2","Hut"
"NEON.D11.OAES.DP0.00102.001.02325.700.000.000",92.3,"OAES","Atmospheric CO2 Isotope","percentFwMoleH2O","Hut"
"NEON.D11.OAES.DP0.00104.001.02344.700.000.000",97.3,"OAES","Hut environment","tempHut","Hut"
"NEON.D11.OAES.DP0.00104.001.02347.700.000.000",97.3,"OAES","Hut environment","H2OMixRatioHut","Hut"
"NEON.D11.OAES.DP0.00105.001.02316.700.000.000",97.7,"OAES","ECSE profile CO2 & H2O concentration (storage)","fwMoleCO2","Hut"
"NEON.D11.OAES.DP0.00105.001.02348.700.000.000",97.7,"OAES","ECSE profile CO2 & H2O concentration (storage)","fwMoleH2O","Hut"
"NEON.D11.OAES.DP0.00106.001.01951.700.000.000",100,"OAES","ECSE profile mass flow controller (sampling)","frt0","Hut"
"NEON.D11.OAES.DP0.00108.001.01948.700.010.000",100,"OAES","ECSE profile mass flow meter","presAtm","Hut, ML-1"
"NEON.D11.OAES.DP0.00108.001.01948.700.020.000",100,"OAES","ECSE profile mass flow meter","presAtm","Hut, ML-2"
"NEON.D11.OAES.DP0.00108.001.01948.700.030.000",99.9,"OAES","ECSE profile mass flow meter","presAtm","Hut, ML-3"
"NEON.D11.OAES.DP0.00108.001.01948.700.040.000",99.9,"OAES","ECSE profile mass flow meter","presAtm","Hut, ML-4"
"NEON.D11.OAES.DP0.00108.001.01951.700.010.000",100,"OAES","ECSE profile mass flow meter","frt0","Hut, ML-1"
"NEON.D11.OAES.DP0.00108.001.01951.700.020.000",100,"OAES","ECSE profile mass flow meter","frt0","Hut, ML-2"
"NEON.D11.OAES.DP0.00108.001.01951.700.030.000",99.9,"OAES","ECSE profile mass flow meter","frt0","Hut, ML-3"
"NEON.D11.OAES.DP0.00108.001.01951.700.040.000",99.9,"OAES","ECSE profile mass flow meter","frt0","Hut, ML-4"
"NEON.D11.OAES.DP0.00109.001.02196.000.010.000",100,"OAES","ECSE profile inlet pressure","presGage","Meas. Level 1"
