"streams","percent.in.range","site","dp.name","term.name","location"
"NEON.D18.TOOL.DP0.00014.001.01334.000.040.000",99.6,"TOOL","Shortwave Radiation (Direct and Diffuse Pyranometer)","sunPresence","Tower Top"
"NEON.D18.TOOL.DP0.00022.001.01324.000.040.000",99.5,"TOOL","Shortwave Radiation (Primary Pyranometer)","pyranometerOutput","Tower Top"
"NEON.D18.TOOL.DP0.00022.001.01325.000.040.000",99.5,"TOOL","Shortwave Radiation (Primary Pyranometer)","PRTResistance","Tower Top"
"NEON.D18.TOOL.DP0.00022.001.01326.000.040.000",99.2,"TOOL","Shortwave Radiation (Primary Pyranometer)","fanSpeed","Tower Top"
"NEON.D18.TOOL.DP0.00023.001.01314.000.040.000",99.7,"TOOL","Shortwave/Longwave Net Radiation","sensorResistance","Tower Top"
"NEON.D18.TOOL.DP0.00023.001.01314.003.000.000",99.6,"TOOL","Shortwave/Longwave Net Radiation","sensorResistance","Soil Plot 3"
"NEON.D18.TOOL.DP0.00023.001.01315.000.040.000",99.7,"TOOL","Shortwave/Longwave Net Radiation","inNetRadPyranometer","Tower Top"
"NEON.D18.TOOL.DP0.00023.001.01316.000.040.000",99.7,"TOOL","Shortwave/Longwave Net Radiation","outNetRadPyranometer","Tower Top"
"NEON.D18.TOOL.DP0.00023.001.01317.000.040.000",99.7,"TOOL","Shortwave/Longwave Net Radiation","inNetRadPyrgeometer","Tower Top"
"NEON.D18.TOOL.DP0.00023.001.01317.003.000.000",99.6,"TOOL","Shortwave/Longwave Net Radiation","inNetRadPyrgeometer","Soil Plot 3"
"NEON.D18.TOOL.DP0.00023.001.01318.000.040.000",99.7,"TOOL","Shortwave/Longwave Net Radiation","outNetRadPyrgeometer","Tower Top"
"NEON.D18.TOOL.DP0.00023.001.01318.003.000.000",99.6,"TOOL","Shortwave/Longwave Net Radiation","outNetRadPyrgeometer","Soil Plot 3"
"NEON.D18.TOOL.DP0.00024.001.01320.000.010.000",99.6,"TOOL","Photosynthetically Active Radiation","inPAR","Meas. Level 1"
"NEON.D18.TOOL.DP0.00024.001.01320.000.020.000",99.6,"TOOL","Photosynthetically Active Radiation","inPAR","Meas. Level 2"
"NEON.D18.TOOL.DP0.00024.001.01320.000.030.000",99.7,"TOOL","Photosynthetically Active Radiation","inPAR","Meas. Level 3"
"NEON.D18.TOOL.DP0.00024.001.01320.000.040.000",99.7,"TOOL","Photosynthetically Active Radiation","inPAR","Tower Top"
"NEON.D18.TOOL.DP0.00024.001.01321.000.040.000",99.5,"TOOL","Photosynthetically Active Radiation","outPAR","Tower Top"
"NEON.D18.TOOL.DP0.00040.001.01798.001.501.000",99.2,"TOOL","Soil heat flux plate","SHFVoltage","Soil Plot 1, depth 1"
"NEON.D18.TOOL.DP0.00040.001.01798.003.501.000",99.7,"TOOL","Soil heat flux plate","SHFVoltage","Soil Plot 3, depth 1"
"NEON.D18.TOOL.DP0.00040.001.01798.005.501.000",99.6,"TOOL","Soil heat flux plate","SHFVoltage","Soil Plot 5, depth 1"
"NEON.D18.TOOL.DP0.00040.001.01799.001.501.000",NA,"TOOL","Soil heat flux plate","SHFCalHeaterFlag","Soil Plot 1, depth 1"
"NEON.D18.TOOL.DP0.00040.001.01799.003.501.000",NA,"TOOL","Soil heat flux plate","SHFCalHeaterFlag","Soil Plot 3, depth 1"
"NEON.D18.TOOL.DP0.00040.001.01799.005.501.000",NA,"TOOL","Soil heat flux plate","SHFCalHeaterFlag","Soil Plot 5, depth 1"
"NEON.D18.TOOL.DP0.00040.001.01800.001.501.000",99.2,"TOOL","Soil heat flux plate","curVoltage","Soil Plot 1, depth 1"
"NEON.D18.TOOL.DP0.00040.001.01800.003.501.000",99.7,"TOOL","Soil heat flux plate","curVoltage","Soil Plot 3, depth 1"
"NEON.D18.TOOL.DP0.00040.001.01800.005.501.000",99.6,"TOOL","Soil heat flux plate","curVoltage","Soil Plot 5, depth 1"
"NEON.D18.TOOL.DP0.00041.001.01728.001.501.000",99.6,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 1, depth 1"
"NEON.D18.TOOL.DP0.00041.001.01728.001.502.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 1, depth 2"
"NEON.D18.TOOL.DP0.00041.001.01728.001.503.000",99.6,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 1, depth 3"
"NEON.D18.TOOL.DP0.00041.001.01728.002.501.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 2, depth 1"
"NEON.D18.TOOL.DP0.00041.001.01728.002.502.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 2, depth 2"
"NEON.D18.TOOL.DP0.00041.001.01728.002.503.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 2, depth 3"
"NEON.D18.TOOL.DP0.00041.001.01728.002.504.000",99.6,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 2, depth 4"
"NEON.D18.TOOL.DP0.00041.001.01728.002.505.000",99.6,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 2, depth 5"
"NEON.D18.TOOL.DP0.00041.001.01728.002.506.000",99.5,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 2, depth 6"
"NEON.D18.TOOL.DP0.00041.001.01728.002.507.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 2, depth 7"
"NEON.D18.TOOL.DP0.00041.001.01728.003.501.000",99.5,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 3, depth 1"
"NEON.D18.TOOL.DP0.00041.001.01728.003.502.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 3, depth 2"
"NEON.D18.TOOL.DP0.00041.001.01728.003.503.000",99.6,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 3, depth 3"
"NEON.D18.TOOL.DP0.00041.001.01728.003.504.000",0,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 3, depth 4"
"NEON.D18.TOOL.DP0.00041.001.01728.003.505.000",99.2,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 3, depth 5"
"NEON.D18.TOOL.DP0.00041.001.01728.003.506.000",99.2,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 3, depth 6"
"NEON.D18.TOOL.DP0.00041.001.01728.003.507.000",99.2,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 3, depth 7"
"NEON.D18.TOOL.DP0.00041.001.01728.004.501.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 4, depth 1"
"NEON.D18.TOOL.DP0.00041.001.01728.004.502.000",99.5,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 4, depth 2"
"NEON.D18.TOOL.DP0.00041.001.01728.004.503.000",99.6,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 4, depth 3"
"NEON.D18.TOOL.DP0.00041.001.01728.004.504.000",99.5,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 4, depth 4"
"NEON.D18.TOOL.DP0.00041.001.01728.004.505.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 4, depth 5"
"NEON.D18.TOOL.DP0.00041.001.01728.004.506.000",99.6,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 4, depth 6"
"NEON.D18.TOOL.DP0.00041.001.01728.004.507.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 4, depth 7"
"NEON.D18.TOOL.DP0.00041.001.01728.005.501.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 5, depth 1"
"NEON.D18.TOOL.DP0.00041.001.01728.005.502.000",99.7,"TOOL","Soil temperature","soilPRTResistance","Soil Plot 5, depth 2"
"NEON.D18.TOOL.DP0.00066.001.01329.001.000.000",99.6,"TOOL","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 1"
"NEON.D18.TOOL.DP0.00066.001.01329.003.000.000",99.2,"TOOL","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 3"
"NEON.D18.TOOL.DP0.00066.001.01329.005.000.000",99.6,"TOOL","Photosynthetically active radiation (Quantum Line)","linePAR","Soil Plot 5"
"NEON.D18.TOOL.DP0.00094.001.02081.001.501.000",0,"TOOL","Soil water and salinity","rawVSWC0","Soil Plot 1, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02081.002.501.000",99.7,"TOOL","Soil water and salinity","rawVSWC0","Soil Plot 2, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02081.003.501.000",99.2,"TOOL","Soil water and salinity","rawVSWC0","Soil Plot 3, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02081.004.501.000",97.8,"TOOL","Soil water and salinity","rawVSWC0","Soil Plot 4, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02081.005.501.000",99.7,"TOOL","Soil water and salinity","rawVSWC0","Soil Plot 5, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02082.001.501.000",0,"TOOL","Soil water and salinity","rawVSIC0","Soil Plot 1, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02082.002.501.000",99.7,"TOOL","Soil water and salinity","rawVSIC0","Soil Plot 2, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02082.003.501.000",99.2,"TOOL","Soil water and salinity","rawVSIC0","Soil Plot 3, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02082.004.501.000",97.8,"TOOL","Soil water and salinity","rawVSIC0","Soil Plot 4, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02082.005.501.000",99.7,"TOOL","Soil water and salinity","rawVSIC0","Soil Plot 5, depth 1"
"NEON.D18.TOOL.DP0.00094.001.02083.001.501.000",99.5,"TOOL","Soil water and salinity","rawVSWC1","Soil Plot 1, depth 2"
"NEON.D18.TOOL.DP0.00094.001.02083.002.501.000",99.7,"TOOL","Soil water and salinity","rawVSWC1","Soil Plot 2, depth 2"
"NEON.D18.TOOL.DP0.00094.001.02083.003.501.000",99.1,"TOOL","Soil water and salinity","rawVSWC1","Soil Plot 3, depth 2"
"NEON.D18.TOOL.DP0.00094.001.02083.004.501.000",99.6,"TOOL","Soil water and salinity","rawVSWC1","Soil Plot 4, depth 2"
"NEON.D18.TOOL.DP0.00094.001.02084.001.501.000",99.6,"TOOL","Soil water and salinity","rawVSIC1","Soil Plot 1, depth 2"
"NEON.D18.TOOL.DP0.00094.001.02084.002.501.000",99.7,"TOOL","Soil water and salinity","rawVSIC1","Soil Plot 2, depth 2"
"NEON.D18.TOOL.DP0.00094.001.02084.003.501.000",9.1,"TOOL","Soil water and salinity","rawVSIC1","Soil Plot 3, depth 2"
"NEON.D18.TOOL.DP0.00094.001.02084.004.501.000",99.6,"TOOL","Soil water and salinity","rawVSIC1","Soil Plot 4, depth 2"
"NEON.D18.TOOL.DP0.00094.001.02085.001.501.000",99.5,"TOOL","Soil water and salinity","rawVSWC2","Soil Plot 1, depth 3"
"NEON.D18.TOOL.DP0.00094.001.02085.002.501.000",99.7,"TOOL","Soil water and salinity","rawVSWC2","Soil Plot 2, depth 3"
"NEON.D18.TOOL.DP0.00094.001.02085.003.501.000",99.1,"TOOL","Soil water and salinity","rawVSWC2","Soil Plot 3, depth 3"
"NEON.D18.TOOL.DP0.00094.001.02085.004.501.000",99.6,"TOOL","Soil water and salinity","rawVSWC2","Soil Plot 4, depth 3"
"NEON.D18.TOOL.DP0.00094.001.02086.001.501.000",99.6,"TOOL","Soil water and salinity","rawVSIC2","Soil Plot 1, depth 3"
"NEON.D18.TOOL.DP0.00094.001.02086.002.501.000",92.2,"TOOL","Soil water and salinity","rawVSIC2","Soil Plot 2, depth 3"
"NEON.D18.TOOL.DP0.00094.001.02086.003.501.000",99.2,"TOOL","Soil water and salinity","rawVSIC2","Soil Plot 3, depth 3"
"NEON.D18.TOOL.DP0.00094.001.02086.004.501.000",99.6,"TOOL","Soil water and salinity","rawVSIC2","Soil Plot 4, depth 3"
"NEON.D18.TOOL.DP0.00094.001.02087.001.501.000",15.3,"TOOL","Soil water and salinity","rawVSWC3","Soil Plot 1, depth 4"
"NEON.D18.TOOL.DP0.00094.001.02087.002.501.000",99.7,"TOOL","Soil water and salinity","rawVSWC3","Soil Plot 2, depth 4"
"NEON.D18.TOOL.DP0.00094.001.02087.003.501.000",99.1,"TOOL","Soil water and salinity","rawVSWC3","Soil Plot 3, depth 4"
"NEON.D18.TOOL.DP0.00094.001.02087.004.501.000",83.3,"TOOL","Soil water and salinity","rawVSWC3","Soil Plot 4, depth 4"
"NEON.D18.TOOL.DP0.00094.001.02088.001.501.000",15.4,"TOOL","Soil water and salinity","rawVSIC3","Soil Plot 1, depth 4"
"NEON.D18.TOOL.DP0.00094.001.02088.002.501.000",99.7,"TOOL","Soil water and salinity","rawVSIC3","Soil Plot 2, depth 4"
"NEON.D18.TOOL.DP0.00094.001.02088.003.501.000",99.2,"TOOL","Soil water and salinity","rawVSIC3","Soil Plot 3, depth 4"
"NEON.D18.TOOL.DP0.00094.001.02088.004.501.000",83.3,"TOOL","Soil water and salinity","rawVSIC3","Soil Plot 4, depth 4"
"NEON.D18.TOOL.DP0.00094.001.02089.003.501.000",99.1,"TOOL","Soil water and salinity","rawVSWC4","Soil Plot 3, depth 5"
"NEON.D18.TOOL.DP0.00094.001.02089.004.501.000",99.6,"TOOL","Soil water and salinity","rawVSWC4","Soil Plot 4, depth 5"
"NEON.D18.TOOL.DP0.00094.001.02090.003.501.000",99.2,"TOOL","Soil water and salinity","rawVSIC4","Soil Plot 3, depth 5"
"NEON.D18.TOOL.DP0.00094.001.02090.004.501.000",99.6,"TOOL","Soil water and salinity","rawVSIC4","Soil Plot 4, depth 5"
"NEON.D18.TOOL.DP0.00094.001.02091.003.501.000",99.4,"TOOL","Soil water and salinity","rawVSWC5","Soil Plot 3, depth 6"
"NEON.D18.TOOL.DP0.00094.001.02091.004.501.000",99.6,"TOOL","Soil water and salinity","rawVSWC5","Soil Plot 4, depth 6"
"NEON.D18.TOOL.DP0.00094.001.02092.003.501.000",99.5,"TOOL","Soil water and salinity","rawVSIC5","Soil Plot 3, depth 6"
"NEON.D18.TOOL.DP0.00094.001.02092.004.501.000",99.6,"TOOL","Soil water and salinity","rawVSIC5","Soil Plot 4, depth 6"
"NEON.D18.TOOL.DP0.00095.001.01729.001.501.000",100.1,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 1, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01729.001.502.000",99.9,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 1, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01729.001.503.000",100.2,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 1, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01729.002.501.000",100.1,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 2, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01729.002.502.000",100,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 2, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01729.002.503.000",99.9,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 2, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01729.003.501.000",99.9,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 3, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01729.003.502.000",99.8,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 3, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01729.003.503.000",0,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 3, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01729.004.501.000",99.8,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 4, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01729.004.502.000",99.8,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 4, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01729.004.503.000",100.1,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 4, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01729.005.501.000",99.9,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 5, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01729.005.502.000",99.8,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 5, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01729.005.503.000",99.8,"TOOL","Soil CO2 concentration","rawCO2","Soil Plot 5, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01730.001.501.000",100.1,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 1, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01730.001.502.000",99.9,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 1, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01730.001.503.000",100.2,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 1, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01730.002.501.000",100.1,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 2, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01730.002.502.000",100,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 2, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01730.002.503.000",99.9,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 2, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01730.003.501.000",99.9,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 3, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01730.003.502.000",99.8,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 3, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01730.003.503.000",99.9,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 3, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01730.004.501.000",99.8,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 4, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01730.004.502.000",99.8,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 4, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01730.004.503.000",100.1,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 4, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01730.005.501.000",99.9,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 5, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01730.005.502.000",99.8,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 5, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01730.005.503.000",99.8,"TOOL","Soil CO2 concentration","headspaceTemp","Soil Plot 5, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01731.001.501.000",100.1,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 1, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01731.001.502.000",99.9,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 1, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01731.001.503.000",100.2,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 1, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01731.002.501.000",100.1,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 2, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01731.002.502.000",100,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 2, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01731.002.503.000",99.9,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 2, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01731.003.501.000",99.9,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 3, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01731.003.502.000",99.8,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 3, depth 2"
"NEON.D18.TOOL.DP0.00095.001.01731.003.503.000",99.9,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 3, depth 3"
"NEON.D18.TOOL.DP0.00095.001.01731.004.501.000",99.8,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 4, depth 1"
"NEON.D18.TOOL.DP0.00095.001.01731.004.502.000",99.8,"TOOL","Soil CO2 concentration","errorStatus","Soil Plot 4, depth 2"
